instance Boomer-SAT-W1 Boomer-MaxSAT
instance2223 0.006 0.042
instance2224 0.009 0.044
instance2225 0.004 0.03
instance2226 0.003 0.024
instance2227 0.004 0.034
instance2228 0.006 0.032
instance2229 0.003 0.032
instance2230 0.003 0.039
instance2231 0.004 0.029
instance2232 0.008 0.022
instance2233 0.005 0.03
instance2234 0.004 0.039
instance2235 0.006 0.042
instance2236 0.004 0.037
instance2237 0.005 0.049
instance2238 0.004 0.03
instance2239 0.003 0.044
instance2240 0.009 0.033
instance2241 0.006 0.029
instance2242 0.004 0.03
instance2243 0.004 0.055
instance2244 0.006 0.029
instance2245 0.004 0.059
instance2246 0.003 0.038
instance2247 0.004 0.026
instance2248 0.003 0.05
instance2249 0.004 0.03
instance2250 0.007 0.046
instance2251 0.008 0.024
instance2252 0.005 0.045
instance2253 0.004 0.059
instance2254 0.004 0.043
instance2255 0.008 0.038
instance2256 0.003 0.043
instance2257 0.004 0.039
instance2258 0.004 0.051
instance2259 0.003 0.043
instance2260 0.003 0.062
instance2261 0.004 0.04
instance2262 0.003 0.022
instance2263 0.004 0.035
instance2264 0.004 0.043
instance2265 0.003 0.034
instance2266 0.003 0.043
instance2267 0.008 0.055
instance2268 0.009 0.038
instance2269 0.007 0.032
instance2270 0.005 0.03
instance2271 0.007 0.042
instance2272 0.005 0.035
instance2273 0.004 0.052
instance2274 0.006 0.047
instance2275 0.007 0.034
instance2276 0.004 0.032
instance2277 0.005 0.035
instance2278 0.007 0.046
instance2279 0.004 0.041
instance2280 0.004 0.034
instance2281 0.003 0.039
instance2282 0.004 0.047
instance2283 0.009 0.043
instance2284 0.004 0.03
instance2285 0.006 0.048
instance2286 0.009 0.059
instance2287 0.006 0.037
instance2288 0.004 0.057
instance2289 0.005 0.044
instance2290 0.004 0.053
instance2291 0.004 0.039
instance2292 0.01 0.048
instance2293 0.008 0.035
instance2294 0.006 0.032
instance2295 0.004 0.031
instance2296 0.006 0.034
instance2297 0.007 0.048
instance2298 0.004 0.044
instance2299 0.007 0.049
instance2300 0.005 0.044
instance2301 0.004 0.05
instance2302 0.004 0.051
instance2303 0.008 0.041
instance2304 0.004 0.034
instance2305 0.007 0.044
instance2306 0.004 0.038
instance2307 0.003 0.048
instance2308 0.004 0.037
instance2309 0.015 0.389
instance2310 0.023 0.501
instance2311 0.018 0.527
instance2312 0.014 0.396
instance2313 0.026 0.479
instance2314 0.019 0.492
instance2315 0.019 0.364
instance2316 0.012 0.352
instance2317 0.015 0.509
instance2318 0.019 0.434
instance2319 0.01 0.365
instance2320 0.014 0.396
instance2321 0.018 0.417
instance2322 0.013 0.353
instance2323 0.033 0.415
instance2324 0.018 0.356
instance2325 0.015 0.299
instance2326 0.015 0.4
instance2327 0.013 0.465
instance2328 0.014 0.347
instance2329 0.019 0.458
instance2330 0.014 0.331
instance2331 0.022 0.314
instance2332 0.025 0.361
instance2333 0.013 0.418
instance2334 0.015 0.584
instance2335 0.039 0.501
instance2336 0.016 0.38
instance2337 0.026 0.448
instance2338 0.009 0.38
instance2339 0.022 0.392
instance2340 0.019 0.519
instance2341 0.013 0.4
instance2342 0.021 0.461
instance2343 0.01 0.402
instance2344 0.011 0.328
instance2345 0.027 0.506
instance2346 0.012 0.397
instance2347 0.023 0.475
instance2348 0.021 0.518
instance2349 0.013 0.345
instance2350 0.011 0.322
instance2351 0.015 0.55
instance2352 0.019 0.411
instance2353 0.019 0.365
instance2354 0.015 0.357
instance2355 0.022 0.417
instance2356 0.021 0.488
instance2357 0.013 0.597
instance2358 0.013 0.596
instance2359 0.019 0.504
instance2360 0.01 0.367
instance2361 0.019 0.344
instance2362 0.012 0.332
instance2363 0.019 0.449
instance2364 0.022 0.465
instance2365 0.011 0.452
instance2366 0.017 0.367
instance2367 0.022 0.599
instance2368 0.014 0.497
instance2369 0.022 0.605
instance2370 0.017 0.48
instance2371 0.026 0.539
instance2372 0.013 0.412
instance2373 0.019 0.456
instance2374 0.01 0.495
instance2375 0.016 0.369
instance2376 0.013 0.364
instance2377 0.015 0.395
instance2378 0.012 0.353
instance2379 0.015 0.484
instance2380 0.014 0.475
instance2381 0.021 0.556
instance2382 0.022 0.464
instance2383 0.016 0.384
instance2384 0.022 0.434
instance2385 0.021 0.495
instance2386 0.034 0.461
instance2387 0.014 0.437
instance2388 0.021 0.455
instance2389 0.015 0.397
instance2390 0.01 0.432
instance2391 0.022 0.556
instance2392 0.023 0.368
instance2393 0.024 0.519
instance2394 0.015 0.609
instance2395 0.012 0.407
instance2396 0.015 0.373
instance2397 0.023 0.565
instance2398 0.021 0.54
instance2399 0.015 0.295
instance2400 0.024 0.482
instance2401 0.02 0.402
instance2402 0.021 0.486
instance2403 0.016 0.529
instance2404 0.029 0.544
instance2405 0.014 0.581
instance2406 0.019 0.458
instance2407 0.024 0.366
instance2408 0.017 0.375
instance2409 0.02 0.594
instance2410 0.015 0.349
instance2411 0.021 0.475
instance2412 0.022 0.466
instance2413 0.021 0.455
instance2414 0.023 0.424
instance2415 0.016 0.459
instance2416 0.025 0.526
instance2417 0.014 0.553
instance2418 0.023 0.512
instance2419 0.019 0.428
instance2420 0.024 0.581
instance2421 0.017 0.485
instance2422 0.013 0.586
instance2423 0.018 0.352
instance2424 0.018 0.482
instance2425 0.014 0.543
instance2426 0.014 0.488
instance2427 0.011 0.408
instance2428 0.013 0.664
instance2429 0.022 0.436
instance2430 0.011 0.453
instance2431 0.012 0.414
instance2432 0.018 0.398
instance2433 0.011 0.395
instance2434 0.017 0.423
instance2435 0.019 0.378
instance2436 0.028 0.416
instance2437 0.016 0.563
instance2438 0.02 0.647
instance2439 0.012 0.36
instance2440 0.027 0.362
instance2441 0.017 0.507
instance2442 0.025 0.52
instance2443 0.031 0.462
instance2444 0.02 0.348
instance2445 0.024 0.465
instance2446 0.017 0.48
instance2447 0.017 0.571
instance2448 0.02 0.453
instance2449 0.013 0.58
instance2450 0.016 0.58
instance2451 0.016 0.498
instance2452 0.011 0.711
instance2453 0.013 0.588
instance2454 0.014 0.368
instance2455 0.02 0.507
instance2456 0.022 0.667
instance2457 0.016 0.419
instance2458 0.02 0.466
instance2459 0.014 0.523
instance2460 0.025 0.483
instance2461 0.021 0.486
instance2462 0.021 0.545
instance2463 0.022 0.711
instance2464 0.019 0.653
instance2465 0.023 0.737
instance2466 0.018 0.515
instance2467 0.018 0.618
instance2468 0.018 0.504
instance2469 0.015 0.383
instance2470 0.017 0.566
instance2471 0.024 0.507
instance2472 0.022 0.388
instance2473 0.021 0.568
instance2474 0.015 0.444
instance2475 0.018 0.666
instance2476 0.017 0.605
instance2477 0.016 0.49
instance2478 0.018 0.57
instance2479 0.016 0.536
instance2480 0.019 0.441
instance2481 0.021 0.688
instance2482 0.023 0.505
instance2483 0.018 0.451
instance2484 0.026 0.478
instance2485 0.024 0.384
instance2486 0.029 0.679
instance2487 0.015 0.408
instance2488 0.02 0.474
instance2489 0.015 0.649
instance2490 0.013 0.497
instance2491 0.014 0.454
instance2492 0.021 0.529
instance2493 0.014 0.442
instance2494 0.015 0.44
instance2495 0.021 0.547
instance2496 0.029 0.596
instance2497 0.021 0.679
instance2498 0.029 0.485
instance2499 0.017 0.627
instance2500 0.011 0.427
instance2501 0.014 0.338
instance2502 0.018 0.58
instance2503 0.02 0.596
instance2504 0.031 0.463
instance2505 0.014 0.788
instance2506 0.011 0.653
instance2507 0.012 0.473
instance2508 0.019 0.584
instance2509 0.001 0.001
instance2510 0.001 0.001
instance2511 0.001 0.001
instance2512 0.001 0.001
instance2513 0.001 0.001
instance2514 0.001 0.001
instance2515 0.001 0.001
instance2516 0.001 0.001
instance2517 0.001 0.001
instance2518 0.001 0.001
instance2519 0.001 0.001
instance2520 0.001 0.001
instance2521 0.001 0.001
instance2522 0.001 0.001
instance2523 0.001 0.001
instance2524 0.001 0.001
instance2525 0.001 0.001
instance2526 0.001 0.001
instance2527 0.001 0.001
instance2528 0.001 0.001
instance2529 0.001 0.001
instance2530 0.001 0.001
instance2531 0.001 0.001
instance2532 0.001 0.001
instance2533 0.001 0.001
instance2534 0.001 0.001
instance2535 0.001 0.001
instance2536 0.001 0.001
instance2537 0.001 0.001
instance2538 0.001 0.001
instance2539 0.001 0.001
instance2540 0.001 0.001
instance2541 0.001 0.001
instance2542 0.001 0.001
instance2543 0.001 0.001
instance2544 0.001 0.001
instance2545 0.001 0.001
instance2546 0.001 0.001
instance2547 0.001 0.001
instance2548 0.001 0.001
instance2549 0.001 0.001
instance2550 0.001 0.001
instance2551 0.001 0.001
instance2552 0.001 0.001
instance2553 0.001 0.001
instance2554 0.001 0.001
instance2555 0.001 0.001
instance2556 0.001 0.001
instance2557 0.001 0.001
instance2558 0.001 0.001
instance2559 0.001 0.001
instance2560 0.001 0.001
instance2561 0.001 0.001
instance2562 0.001 0.001
instance2563 0.001 0.001
instance2564 0.001 0.001
instance2565 0.001 0.001
instance2566 0.001 0.001
instance2567 0.001 0.001
instance2568 0.001 0.001
instance2569 0.001 0.001
instance2570 0.001 0.001
instance2571 0.001 0.001
instance2572 0.001 0.001
instance2573 0.001 0.001
instance2574 0.001 0.001
instance2575 0.001 0.001
instance2576 0.001 0.001
instance2577 0.001 0.001
instance2578 0.001 0.001
instance2579 0.001 0.001
instance2580 0.001 0.001
instance2581 0.001 0.001
instance2582 0.001 0.001
instance2583 0.001 0.001
instance2584 0.001 0.001
instance2585 0.001 0.001
instance2586 0.001 0.001
instance2587 0.001 0.001
instance2588 0.001 0.001
instance2589 0.001 0.001
instance2590 0.001 0.001
instance2591 0.001 0.001
instance2592 0.001 0.001
instance2593 0.001 0.001
instance2594 0.001 0.001
instance2595 0.001 0.001
instance2596 0.001 0.001
instance2597 0.001 0.001
instance2598 0.001 0.001
instance2599 0.001 0.001
instance2600 0.001 0.001
instance2601 0.001 0.001
instance2602 0.001 0.001
instance2603 0.001 0.001
instance2604 0.001 0.001
instance2605 0.001 0.001
instance2606 0.001 0.001
instance2607 0.001 0.001
instance2608 0.001 0.001
instance2609 0.001 0.001
instance2610 0.001 0.001
instance2611 0.001 0.001
instance2612 0.001 0.001
instance2613 0.001 0.001
instance2614 0.001 0.001
instance2615 0.001 0.001
instance2616 0.001 0.001
instance2617 0.001 0.001
instance2618 0.001 0.001
instance2619 0.001 0.001
instance2620 0.001 0.001
instance2621 0.001 0.001
instance2622 0.001 0.001
instance2623 0.001 0.001
instance2624 0.001 0.001
instance2625 0.001 0.001
instance2626 0.001 0.001
instance2627 0.001 0.001
instance2628 0.001 0.001
instance2629 0.001 0.001
instance2630 0.001 0.001
instance2631 0.001 0.001
instance2632 0.001 0.001
instance2633 0.001 0.001
instance2634 0.001 0.001
instance2635 0.001 0.001
instance2636 0.001 0.001
instance2637 0.001 0.001
instance2638 0.001 0.001
instance2639 0.001 0.001
instance2640 0.001 0.001
instance2641 0.001 0.001
instance2642 0.001 0.001
instance2643 0.001 0.001
instance2644 0.001 0.001
instance2645 0.001 0.001
instance2646 0.001 0.001
instance2647 0.001 0.001
instance2648 0.001 0.001
instance2649 0.001 0.001
instance2650 0.001 0.001
instance2651 0.001 0.001
instance2652 0.001 0.001
instance2653 0.001 0.001
instance2654 0.001 0.001
instance2655 0.001 0.001
instance2656 0.001 0.001
instance2657 0.001 0.001
instance2658 0.001 0.001
instance2659 0.001 0.001
instance2660 0.001 0.001
instance2661 0.001 0.001
instance2662 0.001 0.001
instance2663 0.001 0.001
instance2664 0.001 0.001
instance2665 0.001 0.001
instance2666 0.001 0.001
instance2667 0.001 0.001
instance2668 0.001 0.001
instance2669 0.001 0.001
instance2670 0.001 0.001
instance2671 0.001 0.001
instance2672 0.001 0.001
instance2673 0.001 0.001
instance2674 0.001 0.001
instance2675 0.001 0.001
instance2676 0.001 0.001
instance2677 0.001 0.001
instance2678 0.001 0.001
instance2679 0.001 0.001
instance2680 0.001 0.001
instance2681 0.001 0.001
instance2682 0.001 0.001
instance2683 0.001 0.001
instance2684 0.001 0.001
instance2685 0.001 0.001
instance2686 0.001 0.001
instance2687 0.001 0.001
instance2688 0.001 0.001
instance2689 0.001 0.001
instance2690 0.001 0.001
instance2691 0.001 0.001
instance2692 0.001 0.001
instance2693 0.001 0.001
instance2694 0.001 0.001
instance2695 0.001 0.001
instance2696 0.001 0.001
instance2697 0.001 0.001
instance2698 0.001 0.001
instance2699 0.001 0.001
instance2700 0.001 0.001
instance2701 0.001 0.001
instance2702 0.001 0.001
instance2703 0.001 0.001
instance2704 0.001 0.001
instance2705 0.001 0.001
instance2706 0.001 0.001
instance2707 0.001 0.001
instance2708 0.001 0.001
instance2709 0.001 0.009
instance2710 0.001 0.008
instance2711 0.001 0.013
instance2712 0.001 0.011
instance2713 0.001 0.007
instance2714 0.001 0.01
instance2715 0.001 0.006
instance2716 0.001 0.011
instance2717 0.001 0.012
instance2718 0.001 0.006
instance2719 0.001 0.005
instance2720 0.001 0.005
instance2721 0.001 0.01
instance2722 0.001 0.012
instance2723 0.001 0.005
instance2724 0.001 0.007
instance2725 0.001 0.007
instance2726 0.001 0.006
instance2727 0.001 0.013
instance2728 0.001 0.012
instance2729 0.001 0.01
instance2730 0.001 0.013
instance2731 0.001 0.007
instance2732 0.001 0.01
instance2733 0.001 0.007
instance2734 0.001 0.012
instance2735 0.001 0.008
instance2736 0.001 0.005
instance2737 0.001 0.011
instance2738 0.001 0.008
instance2739 0.001 0.006
instance2740 0.001 0.013
instance2741 0.001 0.005
instance2742 0.001 0.013
instance2743 0.001 0.006
instance2744 0.001 0.012
instance2745 0.001 0.007
instance2746 0.001 0.004
instance2747 0.001 0.009
instance2748 0.001 0.007
instance2749 0.001 0.005
instance2750 0.001 0.013
instance2751 0.001 0.011
instance2752 0.001 0.012
instance2753 0.001 0.009
instance2754 0.001 0.007
instance2755 0.001 0.011
instance2756 0.001 0.011
instance2757 0.001 0.007
instance2758 0.001 0.013
instance2759 0.001 0.007
instance2760 0.001 0.007
instance2761 0.001 0.007
instance2762 0.001 0.011
instance2763 0.001 0.01
instance2764 0.001 0.008
instance2765 0.001 0.008
instance2766 0.001 0.015
instance2767 0.001 0.009
instance2768 0.001 0.011
instance2769 0.001 0.013
instance2770 0.001 0.008
instance2771 0.001 0.011
instance2772 0.001 0.011
instance2773 0.001 0.012
instance2774 0.001 0.01
instance2775 0.001 0.014
instance2776 0.001 0.007
instance2777 0.001 0.007
instance2778 0.001 0.01
instance2779 0.001 0.007
instance2780 0.001 0.009
instance2781 0.001 0.011
instance2782 0.001 0.008
instance2783 0.001 0.015
instance2784 0.001 0.011
instance2785 0.001 0.016
instance2786 0.001 0.007
instance2787 0.001 0.007
instance2788 0.001 0.005
instance2789 0.001 0.007
instance2790 0.001 0.013
instance2791 0.001 0.007
instance2792 0.001 0.013
instance2793 0.001 0.007
instance2794 0.001 0.016
instance2795 0.001 0.011
instance2796 0.001 0.007
instance2797 0.001 0.007
instance2798 0.001 0.005
instance2799 0.001 0.009
instance2800 0.001 0.005
instance2801 0.001 0.01
instance2802 0.001 0.007
instance2803 0.001 0.011
instance2804 0.001 0.011
instance2805 0.001 0.008
instance2806 0.001 0.006
instance2807 0.001 0.008
instance2808 0.001 0.007
instance2809 0.001 0.011
instance2810 0.001 0.006
instance2811 0.001 0.014
instance2812 0.001 0.007
instance2813 0.001 0.008
instance2814 0.002 0.007
instance2815 0.001 0.008
instance2816 0.001 0.006
instance2817 0.001 0.01
instance2818 0.001 0.006
instance2819 0.001 0.014
instance2820 0.001 0.008
instance2821 0.001 0.007
instance2822 0.001 0.013
instance2823 0.001 0.009
instance2824 0.001 0.007
instance2825 0.001 0.007
instance2826 0.001 0.004
instance2827 0.001 0.007
instance2828 0.001 0.016
instance2829 0.001 0.014
instance2830 0.001 0.011
instance2831 0.001 0.009
instance2832 0.001 0.012
instance2833 0.001 0.012
instance2834 0.001 0.005
instance2835 0.001 0.008
instance2836 0.001 0.011
instance2837 0.001 0.007
instance2838 0.001 0.006
instance2839 0.001 0.011
instance2840 0.001 0.006
instance2841 0.001 0.008
instance2842 0.001 0.008
instance2843 0.001 0.007
instance2844 0.001 0.009
instance2845 0.001 0.01
instance2846 0.001 0.014
instance2847 0.001 0.012
instance2848 0.001 0.006
instance2849 0.001 0.006
instance2850 0.001 0.012
instance2851 0.001 0.01
instance2852 0.001 0.005
instance2853 0.001 0.011
instance2854 0.001 0.009
instance2855 0.001 0.01
instance2856 0.001 0.008
instance2857 0.001 0.009
instance2858 0.002 0.013
instance2859 0.001 0.008
instance2860 0.001 0.009
instance2861 0.001 0.008
instance2862 0.001 0.01
instance2863 0.001 0.013
instance2864 0.001 0.008
instance2865 0.001 0.014
instance2866 0.001 0.006
instance2867 0.001 0.009
instance2868 0.001 0.008
instance2869 0.001 0.006
instance2870 0.001 0.01
instance2871 0.001 0.006
instance2872 0.001 0.005
instance2873 0.001 0.006
instance2874 0.001 0.008
instance2875 0.001 0.009
instance2876 0.001 0.006
instance2877 0.001 0.012
instance2878 0.001 0.015
instance2879 0.001 0.013
instance2880 0.001 0.005
instance2881 0.002 0.009
instance2882 0.001 0.014
instance2883 0.001 0.009
instance2884 0.001 0.009
instance2885 0.001 0.01
instance2886 0.001 0.006
instance2887 0.001 0.006
instance2888 0.001 0.008
instance2889 0.001 0.014
instance2890 0.001 0.011
instance2891 0.001 0.006
instance2892 0.001 0.007
instance2893 0.001 0.006
instance2894 0.001 0.015
instance2895 0.001 0.008
instance2896 0.001 0.012
instance2897 0.001 0.011
instance2898 0.001 0.011
instance2899 0.001 0.01
instance2900 0.001 0.01
instance2901 0.001 0.005
instance2902 0.001 0.006
instance2903 0.001 0.014
instance2904 0.001 0.009
instance2905 0.001 0.01
instance2906 0.001 0.009
instance2907 0.001 0.006
instance2908 0.001 0.007
instance2909 0.032 0.584
instance2910 0.035 0.523
instance2911 0.031 0.502
instance2912 0.03 0.63
instance2913 0.043 0.503
instance2914 0.03 0.603
instance2915 0.019 0.631
instance2916 0.016 0.599
instance2917 0.02 0.467
instance2918 0.02 0.498
instance2919 0.031 0.663
instance2920 0.044 0.547
instance2921 0.029 0.608
instance2922 0.027 0.621
instance2923 0.022 0.627
instance2924 0.027 0.631
instance2925 0.025 0.46
instance2926 0.029 0.407
instance2927 0.021 0.648
instance2928 0.024 0.35
instance2929 0.025 0.635
instance2930 0.043 0.517
instance2931 0.035 0.571
instance2932 0.03 0.44
instance2933 0.039 0.536
instance2934 0.043 0.535
instance2935 0.03 0.434
instance2936 0.035 0.506
instance2937 0.031 0.536
instance2938 0.03 0.529
instance2939 0.029 0.529
instance2940 0.044 0.631
instance2941 0.037 0.488
instance2942 0.026 0.496
instance2943 0.03 0.582
instance2944 0.044 0.545
instance2945 0.044 0.554
instance2946 0.029 0.46
instance2947 0.041 0.561
instance2948 0.03 0.527
instance2949 0.039 0.443
instance2950 0.035 0.474
instance2951 0.023 0.548
instance2952 0.025 0.457
instance2953 0.028 0.478
instance2954 0.035 0.518
instance2955 0.035 0.445
instance2956 0.038 0.51
instance2957 0.031 0.514
instance2958 0.042 0.542
instance2959 0.038 0.585
instance2960 0.03 0.372
instance2961 0.047 0.528
instance2962 0.038 0.537
instance2963 0.044 0.415
instance2964 0.025 0.717
instance2965 0.031 0.673
instance2966 0.044 0.73
instance2967 0.035 0.678
instance2968 0.05 0.645
instance2969 0.048 0.95
instance2970 0.033 0.679
instance2971 0.058 0.662
instance2972 0.022 0.621
instance2973 0.035 0.721
instance2974 0.026 0.695
instance2975 0.032 0.53
instance2976 0.022 0.651
instance2977 0.033 0.645
instance2978 0.026 0.62
instance2979 0.037 0.619
instance2980 0.036 0.554
instance2981 0.035 0.603
instance2982 0.033 0.61
instance2983 0.022 0.672
instance2984 0.042 0.618
instance2985 0.038 0.877
instance2986 0.041 0.548
instance2987 0.019 0.529
instance2988 0.033 0.688
instance2989 0.023 0.611
instance2990 0.04 0.828
instance2991 0.032 0.816
instance2992 0.023 0.593
instance2993 0.026 0.75
instance2994 0.025 0.667
instance2995 0.026 0.799
instance2996 0.031 0.563
instance2997 0.02 0.833
instance2998 0.03 0.64
instance2999 0.027 0.596
instance3000 0.052 0.631
instance3001 0.045 0.692
instance3002 0.034 0.663
instance3003 0.044 0.701
instance3004 0.034 0.722
instance3005 0.028 0.687
instance3006 0.038 0.483
instance3007 0.027 0.638
instance3008 0.03 0.603
instance3009 0.032 0.538
instance3010 0.041 0.699
instance3011 0.039 0.84
instance3012 0.024 0.571
instance3013 0.028 0.659
instance3014 0.017 0.702
instance3015 0.031 0.722
instance3016 0.031 0.716
instance3017 0.039 0.577
instance3018 0.029 0.59
instance3019 0.026 0.675
instance3020 0.025 0.592
instance3021 0.052 0.666
instance3022 0.035 0.684
instance3023 0.021 0.584
instance3024 0.024 0.543
instance3025 0.031 0.681
instance3026 0.027 0.783
instance3027 0.03 0.771
instance3028 0.022 0.636
instance3029 0.028 0.64
instance3030 0.046 0.602
instance3031 0.03 0.656
instance3032 0.036 0.677
instance3033 0.031 0.612
instance3034 0.028 0.644
instance3035 0.021 0.608
instance3036 0.027 0.714
instance3037 0.037 0.632
instance3038 0.028 0.617
instance3039 0.02 0.603
instance3040 0.035 0.598
instance3041 0.033 0.646
instance3042 0.031 0.67
instance3043 0.024 0.727
instance3044 0.027 0.631
instance3045 0.023 0.617
instance3046 0.025 0.77
instance3047 0.02 0.608
instance3048 0.031 0.667
instance3049 0.026 0.635
instance3050 0.023 0.791
instance3051 0.033 0.802
instance3052 0.027 0.659
instance3053 0.044 0.599
instance3054 0.039 0.634
instance3055 0.029 0.695
instance3056 0.038 0.76
instance3057 0.037 0.631
instance3058 0.049 0.671
instance3059 0.045 0.633
instance3060 0.039 0.711
instance3061 0.03 0.723
instance3062 0.062 0.894
instance3063 0.034 0.737
instance3064 0.023 0.483
instance3065 0.045 0.734
instance3066 0.052 0.64
instance3067 0.026 0.726
instance3068 0.041 0.703
instance3069 0.025 0.701
instance3070 0.053 0.709
instance3071 0.043 0.638
instance3072 0.047 0.651
instance3073 0.05 0.636
instance3074 0.039 0.691
instance3075 0.03 0.502
instance3076 0.038 0.58
instance3077 0.041 0.687
instance3078 0.015 0.582
instance3079 0.044 0.609
instance3080 0.034 0.63
instance3081 0.038 0.738
instance3082 0.044 0.508
instance3083 0.038 0.64
instance3084 0.026 0.661
instance3085 0.045 0.613
instance3086 0.046 0.809
instance3087 0.041 0.587
instance3088 0.041 0.595
instance3089 0.038 0.675
instance3090 0.045 0.838
instance3091 0.035 0.678
instance3092 0.031 0.681
instance3093 0.052 0.709
instance3094 0.041 0.615
instance3095 0.038 0.41
instance3096 0.051 0.644
instance3097 0.04 0.658
instance3098 0.038 0.675
instance3099 0.026 0.611
instance3100 0.036 0.717
instance3101 0.044 0.535
instance3102 0.019 0.616
instance3103 0.035 0.666
instance3104 0.036 0.586
instance3105 0.027 0.752
instance3106 0.047 0.581
instance3107 0.039 0.585
instance3108 0.028 0.59
instance3109 0.001 0.004
instance3110 0.001 0.003
instance3111 0.001 0.004
instance3112 0.001 0.004
instance3113 0.001 0.004
instance3114 0.001 0.004
instance3115 0.001 0.002
instance3116 0.001 0.002
instance3117 0.001 0.002
instance3118 0.001 0.002
instance3119 0.001 0.002
instance3120 0.001 0.002
instance3121 0.001 0.002
instance3122 0.001 0.002
instance3123 0.001 0.004
instance3124 0.001 0.003
instance3125 0.001 0.002
instance3126 0.001 0.002
instance3127 0.001 0.004
instance3128 0.001 0.002
instance3129 0.001 0.002
instance3130 0.001 0.002
instance3131 0.001 0.002
instance3132 0.001 0.002
instance3133 0.001 0.004
instance3134 0.001 0.002
instance3135 0.001 0.004
instance3136 0.001 0.003
instance3137 0.001 0.002
instance3138 0.001 0.002
instance3139 0.001 0.002
instance3140 0.001 0.003
instance3141 0.001 0.001
instance3142 0.001 0.003
instance3143 0.001 0.003
instance3144 0.001 0.002
instance3145 0.001 0.002
instance3146 0.001 0.002
instance3147 0.001 0.002
instance3148 0.001 0.003
instance3149 0.001 0.003
instance3150 0.001 0.002
instance3151 0.001 0.003
instance3152 0.001 0.002
instance3153 0.001 0.003
instance3154 0.001 0.002
instance3155 0.001 0.004
instance3156 0.001 0.003
instance3157 0.001 0.002
instance3158 0.001 0.002
instance3159 0.001 0.002
instance3160 0.001 0.002
instance3161 0.001 0.002
instance3162 0.001 0.002
instance3163 0.001 0.001
instance3164 0.001 0.002
instance3165 0.001 0.002
instance3166 0.001 0.004
instance3167 0.001 0.002
instance3168 0.001 0.002
instance3169 0.001 0.002
instance3170 0.001 0.003
instance3171 0.001 0.001
instance3172 0.001 0.002
instance3173 0.001 0.003
instance3174 0.001 0.002
instance3175 0.001 0.002
instance3176 0.001 0.002
instance3177 0.001 0.002
instance3178 0.001 0.001
instance3179 0.001 0.003
instance3180 0.001 0.002
instance3181 0.001 0.002
instance3182 0.001 0.002
instance3183 0.001 0.002
instance3184 0.001 0.003
instance3185 0.001 0.005
instance3186 0.001 0.003
instance3187 0.001 0.003
instance3188 0.001 0.003
instance3189 0.001 0.002
instance3190 0.001 0.002
instance3191 0.001 0.004
instance3192 0.001 0.002
instance3193 0.001 0.002
instance3194 0.001 0.002
instance3195 0.001 0.002
instance3196 0.001 0.003
instance3197 0.001 0.002
instance3198 0.001 0.002
instance3199 0.001 0.002
instance3200 0.001 0.002
instance3201 0.001 0.002
instance3202 0.001 0.003
instance3203 0.001 0.003
instance3204 0.001 0.002
instance3205 0.001 0.003
instance3206 0.001 0.002
instance3207 0.001 0.004
instance3208 0.001 0.003
instance3209 0.001 0.002
instance3210 0.001 0.004
instance3211 0.001 0.002
instance3212 0.001 0.002
instance3213 0.001 0.002
instance3214 0.001 0.003
instance3215 0.001 0.003
instance3216 0.001 0.003
instance3217 0.001 0.003
instance3218 0.001 0.002
instance3219 0.001 0.002
instance3220 0.001 0.003
instance3221 0.001 0.003
instance3222 0.001 0.004
instance3223 0.001 0.002
instance3224 0.001 0.002
instance3225 0.001 0.003
instance3226 0.001 0.003
instance3227 0.001 0.003
instance3228 0.001 0.002
instance3229 0.001 0.002
instance3230 0.001 0.003
instance3231 0.001 0.003
instance3232 0.001 0.002
instance3233 0.001 0.002
instance3234 0.001 0.003
instance3235 0.001 0.002
instance3236 0.001 0.004
instance3237 0.001 0.002
instance3238 0.001 0.003
instance3239 0.001 0.002
instance3240 0.001 0.004
instance3241 0.001 0.002
instance3242 0.001 0.004
instance3243 0.001 0.002
instance3244 0.001 0.002
instance3245 0.001 0.001
instance3246 0.001 0.003
instance3247 0.001 0.004
instance3248 0.001 0.002
instance3249 0.001 0.002
instance3250 0.001 0.001
instance3251 0.001 0.002
instance3252 0.001 0.003
instance3253 0.001 0.002
instance3254 0.001 0.002
instance3255 0.001 0.002
instance3256 0.001 0.004
instance3257 0.001 0.002
instance3258 0.001 0.003
instance3259 0.001 0.002
instance3260 0.001 0.004
instance3261 0.001 0.002
instance3262 0.001 0.002
instance3263 0.001 0.003
instance3264 0.001 0.004
instance3265 0.001 0.004
instance3266 0.001 0.002
instance3267 0.001 0.002
instance3268 0.001 0.003
instance3269 0.001 0.004
instance3270 0.001 0.004
instance3271 0.001 0.002
instance3272 0.001 0.004
instance3273 0.001 0.002
instance3274 0.001 0.002
instance3275 0.001 0.002
instance3276 0.001 0.002
instance3277 0.001 0.002
instance3278 0.001 0.002
instance3279 0.001 0.002
instance3280 0.001 0.002
instance3281 0.001 0.002
instance3282 0.001 0.002
instance3283 0.001 0.002
instance3284 0.001 0.002
instance3285 0.001 0.002
instance3286 0.001 0.002
instance3287 0.001 0.003
instance3288 0.001 0.003
instance3289 0.001 0.003
instance3290 0.001 0.002
instance3291 0.001 0.002
instance3292 0.001 0.004
instance3293 0.001 0.002
instance3294 0.001 0.004
instance3295 0.001 0.002
instance3296 0.001 0.002
