instance Boomer-MaxSAT XGBoost-MaxSAT
instance2223 0.045 3.155
instance2224 0.051 1.337
instance2225 0.04 1.439
instance2226 0.041 2.667
instance2227 0.035 1.478
instance2228 0.057 1.225
instance2229 0.034 2.168
instance2230 0.038 1.811
instance2231 0.055 1.406
instance2232 0.032 1.543
instance2233 0.035 1.208
instance2234 0.04 1.931
instance2235 0.023 1.622
instance2236 0.045 1.433
instance2237 0.047 1.61
instance2238 0.042 1.295
instance2239 0.044 1.297
instance2240 0.03 2.734
instance2241 0.024 1.54
instance2242 0.034 2.407
instance2243 0.032 1.768
instance2244 0.032 1.46
instance2245 0.039 2.694
instance2246 0.029 1.465
instance2247 0.022 1.634
instance2248 0.03 2.595
instance2249 0.039 1.473
instance2250 0.042 1.979
instance2251 0.037 2.882
instance2252 0.049 1.21
instance2253 0.03 2.051
instance2254 0.044 1.976
instance2255 0.033 2.106
instance2256 0.029 2.112
instance2257 0.03 1.582
instance2258 0.055 1.333
instance2259 0.029 2.697
instance2260 0.059 1.151
instance2261 0.038 1.538
instance2262 0.026 1.429
instance2263 0.05 1.316
instance2264 0.03 1.972
instance2265 0.046 1.192
instance2266 0.024 1.495
instance2267 0.045 1.38
instance2268 0.059 1.441
instance2269 0.043 1.529
instance2270 0.038 2.32
instance2271 0.043 1.183
instance2272 0.039 1.561
instance2273 0.051 3.355
instance2274 0.043 2.467
instance2275 0.062 1.413
instance2276 0.04 1.544
instance2277 0.022 1.457
instance2278 0.035 1.662
instance2279 0.043 1.464
instance2280 0.034 1.739
instance2281 0.043 2.088
instance2282 0.055 1.357
instance2283 0.038 1.207
instance2284 0.032 2.027
instance2285 0.03 1.897
instance2286 0.042 1.706
instance2287 0.035 2.097
instance2288 0.052 1.442
instance2289 0.047 1.502
instance2290 0.034 2.344
instance2291 0.032 2.159
instance2292 0.035 2.658
instance2293 0.046 1.722
instance2294 0.041 2.537
instance2295 0.034 1.653
instance2296 0.039 2.402
instance2297 0.047 1.551
instance2298 0.043 1.404
instance2299 0.03 1.691
instance2300 0.048 1.165
instance2301 0.059 1.533
instance2302 0.037 1.648
instance2303 0.057 1.48
instance2304 0.044 1.182
instance2305 0.053 1.585
instance2306 0.039 2.73
instance2307 0.048 2.628
instance2308 0.035 1.583
instance2309 0.032 3.098
instance2310 0.031 3.178
instance2311 0.034 3.08
instance2312 0.048 3.2
instance2313 0.044 3.516
instance2314 0.049 2.89
instance2315 0.044 2.854
instance2316 0.05 3.311
instance2317 0.051 1.417
instance2318 0.041 2.53
instance2319 0.034 1.883
instance2320 0.044 2.302
instance2321 0.038 2.091
instance2322 0.048 1.344
instance2323 0.037 1.686
instance2324 0.389 1.468
instance2325 0.501 1.873
instance2326 0.527 0.822
instance2327 0.396 1.339
instance2328 0.479 1.653
instance2329 0.492 1.401
instance2330 0.364 0.515
instance2331 0.352 1.28
instance2332 0.509 1.244
instance2333 0.434 1.574
instance2334 0.365 0.573
instance2335 0.396 0.922
instance2336 0.417 1.428
instance2337 0.353 1.164
instance2338 0.415 1.75
instance2339 0.356 0.72
instance2340 0.299 0.756
instance2341 0.4 0.875
instance2342 0.465 1.531
instance2343 0.347 1.59
instance2344 0.458 1.479
instance2345 0.331 0.929
instance2346 0.314 1.497
instance2347 0.361 1.531
instance2348 0.418 0.908
instance2349 0.584 1.588
instance2350 0.501 1.443
instance2351 0.38 1.264
instance2352 0.448 1.801
instance2353 0.38 1.367
instance2354 0.392 1.868
instance2355 0.519 0.882
instance2356 0.4 0.884
instance2357 0.461 1.835
instance2358 0.402 1.234
instance2359 0.328 1.899
instance2360 0.506 1.702
instance2361 0.397 1.461
instance2362 0.475 1.785
instance2363 0.518 1.348
instance2364 0.345 0.493
instance2365 0.322 0.722
instance2366 0.55 1.361
instance2367 0.411 1.382
instance2368 0.365 0.763
instance2369 0.357 1.392
instance2370 0.417 1.412
instance2371 0.488 1.422
instance2372 0.597 1.865
instance2373 0.596 1.405
instance2374 0.504 1.435
instance2375 0.367 0.589
instance2376 0.344 0.916
instance2377 0.332 0.751
instance2378 0.449 1.866
instance2379 0.465 0.866
instance2380 0.452 0.724
instance2381 0.367 0.547
instance2382 0.599 1.466
instance2383 0.497 1.47
instance2384 0.605 1.743
instance2385 0.48 2.101
instance2386 0.539 1.49
instance2387 0.412 1.312
instance2388 0.456 0.528
instance2389 0.495 0.756
instance2390 0.369 0.895
instance2391 0.364 0.555
instance2392 0.395 0.511
instance2393 0.353 0.526
instance2394 0.484 1.964
instance2395 0.475 2.04
instance2396 0.556 1.461
instance2397 0.464 1.765
instance2398 0.384 0.483
instance2399 0.434 1.344
instance2400 0.495 1.721
instance2401 0.461 1.679
instance2402 0.437 0.893
instance2403 0.455 1.607
instance2404 0.397 1.357
instance2405 0.432 1.248
instance2406 0.556 1.482
instance2407 0.368 1.132
instance2408 0.519 1.865
instance2409 0.609 1.762
instance2410 0.407 1.346
instance2411 0.373 1.33
instance2412 0.565 1.634
instance2413 0.54 1.422
instance2414 0.295 0.642
instance2415 0.482 2.142
instance2416 0.402 1.549
instance2417 0.486 1.838
instance2418 0.529 1.419
instance2419 0.544 1.594
instance2420 0.581 1.79
instance2421 0.458 1.516
instance2422 0.366 1.501
instance2423 0.375 1.438
instance2424 0.594 1.728
instance2425 0.349 0.526
instance2426 0.475 1.534
instance2427 0.466 2.165
instance2428 0.455 1.558
instance2429 0.424 1.18
instance2430 0.459 1.603
instance2431 0.526 1.554
instance2432 0.553 1.791
instance2433 0.512 1.653
instance2434 0.428 1.635
instance2435 0.581 1.512
instance2436 0.485 1.849
instance2437 0.586 0.861
instance2438 0.352 0.763
instance2439 0.482 1.727
instance2440 0.543 1.495
instance2441 0.488 1.801
instance2442 0.408 0.876
instance2443 0.664 1.767
instance2444 0.436 1.36
instance2445 0.453 0.885
instance2446 0.414 1.62
instance2447 0.398 0.588
instance2448 0.395 1.319
instance2449 0.423 1.599
instance2450 0.378 0.758
instance2451 0.416 1.809
instance2452 0.563 2.005
instance2453 0.647 1.875
instance2454 0.36 0.591
instance2455 0.362 0.544
instance2456 0.507 1.399
instance2457 0.52 1.587
instance2458 0.462 0.757
instance2459 0.348 1.163
instance2460 0.465 1.742
instance2461 0.48 1.731
instance2462 0.571 2.27
instance2463 0.453 1.743
instance2464 0.58 1.961
instance2465 0.58 1.898
instance2466 0.498 1.882
instance2467 0.711 1.583
instance2468 0.588 2.266
instance2469 0.368 0.735
instance2470 0.507 1.264
instance2471 0.667 2.138
instance2472 0.419 1.388
instance2473 0.466 1.528
instance2474 0.523 0.898
instance2475 0.483 0.808
instance2476 0.486 1.138
instance2477 0.545 1.854
instance2478 0.711 1.423
instance2479 0.653 1.953
instance2480 0.737 1.596
instance2481 0.515 1.343
instance2482 0.618 1.958
instance2483 0.504 0.836
instance2484 0.383 0.742
instance2485 0.566 1.213
instance2486 0.507 1.373
instance2487 0.388 0.567
instance2488 0.568 1.319
instance2489 0.444 2.014
instance2490 0.666 1.85
instance2491 0.605 1.666
instance2492 0.49 1.592
instance2493 0.57 1.656
instance2494 0.536 1.51
instance2495 0.441 1.596
instance2496 0.688 1.936
instance2497 0.505 1.224
instance2498 0.451 1.332
instance2499 0.478 0.931
instance2500 0.384 0.738
instance2501 0.679 1.72
instance2502 0.408 1.404
instance2503 0.474 1.503
instance2504 0.649 1.551
instance2505 0.497 1.542
instance2506 0.454 0.815
instance2507 0.529 1.583
instance2508 0.442 0.847
instance2509 0.44 1.517
instance2510 0.547 1.516
instance2511 0.596 1.745
instance2512 0.679 1.483
instance2513 0.485 1.787
instance2514 0.627 1.986
instance2515 0.427 0.827
instance2516 0.338 0.641
instance2517 0.58 1.309
instance2518 0.596 1.583
instance2519 0.463 1.269
instance2520 0.788 1.672
instance2521 0.653 1.805
instance2522 0.473 1.98
instance2523 0.584 2.029
instance2524 0.001 0.001
instance2525 0.001 0.001
instance2526 0.001 0.001
instance2527 0.001 0.001
instance2528 0.001 0.001
instance2529 0.001 0.001
instance2530 0.001 0.001
instance2531 0.001 0.001
instance2532 0.001 0.001
instance2533 0.001 0.001
instance2534 0.001 0.001
instance2535 0.001 0.001
instance2536 0.001 0.001
instance2537 0.001 0.001
instance2538 0.001 0.001
instance2539 0.001 0.001
instance2540 0.001 0.001
instance2541 0.001 0.001
instance2542 0.001 0.001
instance2543 0.001 0.001
instance2544 0.001 0.001
instance2545 0.001 0.001
instance2546 0.001 0.001
instance2547 0.001 0.001
instance2548 0.001 0.001
instance2549 0.001 0.001
instance2550 0.001 0.001
instance2551 0.001 0.001
instance2552 0.001 0.001
instance2553 0.001 0.001
instance2554 0.001 0.001
instance2555 0.001 0.001
instance2556 0.001 0.001
instance2557 0.001 0.001
instance2558 0.001 0.001
instance2559 0.001 0.001
instance2560 0.001 0.001
instance2561 0.001 0.001
instance2562 0.001 0.001
instance2563 0.001 0.001
instance2564 0.001 0.001
instance2565 0.001 0.001
instance2566 0.001 0.001
instance2567 0.001 0.001
instance2568 0.001 0.001
instance2569 0.001 0.001
instance2570 0.001 0.001
instance2571 0.001 0.001
instance2572 0.001 0.001
instance2573 0.001 0.001
instance2574 0.001 0.001
instance2575 0.001 0.001
instance2576 0.001 0.001
instance2577 0.001 0.001
instance2578 0.001 0.001
instance2579 0.001 0.001
instance2580 0.001 0.001
instance2581 0.001 0.001
instance2582 0.001 0.001
instance2583 0.001 0.001
instance2584 0.001 0.001
instance2585 0.001 0.001
instance2586 0.001 0.001
instance2587 0.001 0.001
instance2588 0.001 0.001
instance2589 0.001 0.001
instance2590 0.001 0.001
instance2591 0.001 0.001
instance2592 0.001 0.001
instance2593 0.001 0.001
instance2594 0.001 0.001
instance2595 0.001 0.001
instance2596 0.001 0.001
instance2597 0.001 0.001
instance2598 0.001 0.001
instance2599 0.001 0.001
instance2600 0.001 0.001
instance2601 0.001 0.001
instance2602 0.001 0.001
instance2603 0.001 0.001
instance2604 0.001 0.001
instance2605 0.001 0.001
instance2606 0.001 0.001
instance2607 0.001 0.001
instance2608 0.001 0.001
instance2609 0.001 0.001
instance2610 0.001 0.001
instance2611 0.001 0.001
instance2612 0.001 0.001
instance2613 0.001 0.001
instance2614 0.001 0.001
instance2615 0.001 0.001
instance2616 0.001 0.001
instance2617 0.001 0.001
instance2618 0.001 0.001
instance2619 0.001 0.001
instance2620 0.001 0.001
instance2621 0.001 0.001
instance2622 0.001 0.001
instance2623 0.001 0.001
instance2624 0.001 0.001
instance2625 0.001 0.001
instance2626 0.001 0.001
instance2627 0.001 0.001
instance2628 0.001 0.001
instance2629 0.001 0.001
instance2630 0.001 0.001
instance2631 0.001 0.001
instance2632 0.001 0.001
instance2633 0.001 0.001
instance2634 0.001 0.001
instance2635 0.001 0.001
instance2636 0.001 0.001
instance2637 0.001 0.001
instance2638 0.001 0.001
instance2639 0.001 0.001
instance2640 0.001 0.001
instance2641 0.001 0.001
instance2642 0.001 0.001
instance2643 0.001 0.001
instance2644 0.001 0.001
instance2645 0.001 0.002
instance2646 0.001 0.001
instance2647 0.001 0.001
instance2648 0.001 0.001
instance2649 0.001 0.001
instance2650 0.001 0.001
instance2651 0.001 0.001
instance2652 0.001 0.001
instance2653 0.001 0.001
instance2654 0.001 0.001
instance2655 0.001 0.001
instance2656 0.001 0.001
instance2657 0.001 0.001
instance2658 0.001 0.001
instance2659 0.001 0.001
instance2660 0.001 0.001
instance2661 0.001 0.001
instance2662 0.001 0.001
instance2663 0.001 0.001
instance2664 0.001 0.001
instance2665 0.001 0.001
instance2666 0.001 0.001
instance2667 0.001 0.001
instance2668 0.001 0.001
instance2669 0.001 0.001
instance2670 0.001 0.001
instance2671 0.001 0.001
instance2672 0.001 0.001
instance2673 0.001 0.001
instance2674 0.001 0.001
instance2675 0.001 0.001
instance2676 0.001 0.001
instance2677 0.001 0.001
instance2678 0.001 0.001
instance2679 0.001 0.001
instance2680 0.001 0.001
instance2681 0.001 0.001
instance2682 0.001 0.001
instance2683 0.001 0.001
instance2684 0.001 0.001
instance2685 0.001 0.001
instance2686 0.001 0.001
instance2687 0.001 0.001
instance2688 0.001 0.001
instance2689 0.001 0.001
instance2690 0.001 0.001
instance2691 0.001 0.001
instance2692 0.001 0.001
instance2693 0.001 0.001
instance2694 0.001 0.001
instance2695 0.001 0.001
instance2696 0.001 0.001
instance2697 0.001 0.001
instance2698 0.001 0.001
instance2699 0.001 0.001
instance2700 0.001 0.001
instance2701 0.001 0.001
instance2702 0.001 0.001
instance2703 0.001 0.001
instance2704 0.001 0.001
instance2705 0.001 0.001
instance2706 0.001 0.001
instance2707 0.001 0.001
instance2708 0.001 0.001
instance2709 0.001 0.001
instance2710 0.001 0.001
instance2711 0.001 0.001
instance2712 0.001 0.001
instance2713 0.001 0.001
instance2714 0.001 0.001
instance2715 0.001 0.001
instance2716 0.001 0.001
instance2717 0.001 0.001
instance2718 0.001 0.001
instance2719 0.001 0.001
instance2720 0.001 0.001
instance2721 0.001 0.001
instance2722 0.001 0.001
instance2723 0.001 0.001
instance2724 0.009 0.481
instance2725 0.008 0.563
instance2726 0.013 0.504
instance2727 0.011 0.615
instance2728 0.007 0.601
instance2729 0.01 0.531
instance2730 0.006 0.413
instance2731 0.011 0.648
instance2732 0.012 0.564
instance2733 0.006 0.503
instance2734 0.005 0.585
instance2735 0.005 0.57
instance2736 0.01 0.591
instance2737 0.012 0.548
instance2738 0.005 0.66
instance2739 0.007 0.676
instance2740 0.007 0.685
instance2741 0.006 0.545
instance2742 0.013 0.663
instance2743 0.012 0.584
instance2744 0.01 0.58
instance2745 0.013 0.8
instance2746 0.007 0.714
instance2747 0.01 0.662
instance2748 0.007 0.571
instance2749 0.012 0.65
instance2750 0.008 0.645
instance2751 0.005 0.653
instance2752 0.011 0.555
instance2753 0.008 0.836
instance2754 0.006 0.606
instance2755 0.013 0.736
instance2756 0.005 0.503
instance2757 0.013 0.647
instance2758 0.006 0.719
instance2759 0.012 0.769
instance2760 0.007 0.717
instance2761 0.004 0.533
instance2762 0.009 0.609
instance2763 0.007 0.81
instance2764 0.005 0.809
instance2765 0.013 0.701
instance2766 0.011 0.876
instance2767 0.012 0.78
instance2768 0.009 0.487
instance2769 0.007 0.814
instance2770 0.011 0.687
instance2771 0.011 0.842
instance2772 0.007 1.181
instance2773 0.013 0.889
instance2774 0.007 0.743
instance2775 0.007 1.003
instance2776 0.007 0.825
instance2777 0.011 0.828
instance2778 0.01 0.835
instance2779 0.008 1.002
instance2780 0.008 0.728
instance2781 0.015 0.852
instance2782 0.009 0.606
instance2783 0.011 0.766
instance2784 0.013 0.807
instance2785 0.008 0.766
instance2786 0.011 0.758
instance2787 0.011 0.752
instance2788 0.012 0.554
instance2789 0.01 0.721
instance2790 0.014 1.003
instance2791 0.007 0.765
instance2792 0.007 0.618
instance2793 0.01 1.017
instance2794 0.007 1.075
instance2795 0.009 0.581
instance2796 0.011 0.644
instance2797 0.008 0.847
instance2798 0.015 0.747
instance2799 0.011 1.283
instance2800 0.016 0.685
instance2801 0.007 0.961
instance2802 0.007 0.797
instance2803 0.005 1.104
instance2804 0.007 0.678
instance2805 0.013 0.708
instance2806 0.007 0.824
instance2807 0.013 1.233
instance2808 0.007 1.031
instance2809 0.016 1.15
instance2810 0.011 0.882
instance2811 0.007 1.206
instance2812 0.007 1.456
instance2813 0.005 0.956
instance2814 0.009 0.752
instance2815 0.005 1.268
instance2816 0.01 0.884
instance2817 0.007 0.766
instance2818 0.011 1.068
instance2819 0.011 1.269
instance2820 0.008 0.818
instance2821 0.006 0.688
instance2822 0.008 0.887
instance2823 0.007 1.062
instance2824 0.011 0.762
instance2825 0.006 1.239
instance2826 0.014 1.35
instance2827 0.007 0.891
instance2828 0.008 1.452
instance2829 0.007 1.017
instance2830 0.008 1.057
instance2831 0.006 0.896
instance2832 0.01 1.047
instance2833 0.006 0.927
instance2834 0.014 1.214
instance2835 0.008 0.926
instance2836 0.007 1.026
instance2837 0.013 1.04
instance2838 0.009 1.024
instance2839 0.007 1.226
instance2840 0.007 1.137
instance2841 0.004 1.124
instance2842 0.007 1.127
instance2843 0.016 1.209
instance2844 0.014 1.533
instance2845 0.011 0.787
instance2846 0.009 1.43
instance2847 0.012 1.125
instance2848 0.012 0.839
instance2849 0.005 1.079
instance2850 0.008 1.074
instance2851 0.011 0.899
instance2852 0.007 1.619
instance2853 0.006 1.426
instance2854 0.011 2.032
instance2855 0.006 2.466
instance2856 0.008 0.86
instance2857 0.008 1.68
instance2858 0.007 1.52
instance2859 0.009 1.777
instance2860 0.01 0.865
instance2861 0.014 1.22
instance2862 0.012 1.484
instance2863 0.006 0.972
instance2864 0.006 1.478
instance2865 0.012 1.261
instance2866 0.01 1.661
instance2867 0.005 1.112
instance2868 0.011 0.962
instance2869 0.009 0.767
instance2870 0.01 1.264
instance2871 0.008 0.686
instance2872 0.009 1.376
instance2873 0.013 1.662
instance2874 0.008 1.412
instance2875 0.009 1.782
instance2876 0.008 1.577
instance2877 0.01 2.523
instance2878 0.013 0.828
instance2879 0.008 0.889
instance2880 0.014 1.604
instance2881 0.006 1.355
instance2882 0.009 2.751
instance2883 0.008 1.701
instance2884 0.006 1.635
instance2885 0.01 1.493
instance2886 0.006 1.192
instance2887 0.005 1.157
instance2888 0.006 1.012
instance2889 0.008 1.336
instance2890 0.009 2.195
instance2891 0.006 1.035
instance2892 0.012 1.001
instance2893 0.015 3.538
instance2894 0.013 1.155
instance2895 0.005 2.398
instance2896 0.009 3.045
instance2897 0.014 0.98
instance2898 0.009 1.386
instance2899 0.009 1.383
instance2900 0.01 1.571
instance2901 0.006 1.875
instance2902 0.006 0.792
instance2903 0.008 0.855
instance2904 0.014 0.998
instance2905 0.011 1.262
instance2906 0.006 2.067
instance2907 0.007 0.925
instance2908 0.006 1.861
instance2909 0.015 1.623
instance2910 0.008 2.741
instance2911 0.012 1.085
instance2912 0.011 2.942
instance2913 0.011 1.908
instance2914 0.01 1.908
instance2915 0.01 2.625
instance2916 0.005 1.173
instance2917 0.006 0.933
instance2918 0.014 2.403
instance2919 0.009 2.249
instance2920 0.01 2.131
instance2921 0.009 2.467
instance2922 0.006 1.911
instance2923 0.007 2.318
instance2924 0.584 4.808
instance2925 0.523 7.662
instance2926 0.502 7.606
instance2927 0.63 7.296
instance2928 0.503 7.8
instance2929 0.603 11.342
instance2930 0.631 5.102
instance2931 0.599 9.883
instance2932 0.467 6.472
instance2933 0.498 5.182
instance2934 0.663 8.176
instance2935 0.547 9.584
instance2936 0.608 8.443
instance2937 0.621 8.926
instance2938 0.627 8.456
instance2939 0.631 10.613
instance2940 0.46 8.625
instance2941 0.407 4.744
instance2942 0.648 11.071
instance2943 0.35 3.268
instance2944 0.635 8.219
instance2945 0.517 4.121
instance2946 0.571 9.346
instance2947 0.44 5.241
instance2948 0.536 9.074
instance2949 0.535 8.003
instance2950 0.434 4.21
instance2951 0.506 9.046
instance2952 0.536 8.505
instance2953 0.529 9.304
instance2954 0.529 8.737
instance2955 0.631 10.082
instance2956 0.488 4.521
instance2957 0.496 6.116
instance2958 0.582 6.99
instance2959 0.545 5.743
instance2960 0.554 8.73
instance2961 0.46 4.894
instance2962 0.561 7.296
instance2963 0.527 10.046
instance2964 0.443 5.817
instance2965 0.474 6.225
instance2966 0.548 10.223
instance2967 0.457 8.031
instance2968 0.478 6.47
instance2969 0.518 9.071
instance2970 0.445 9.409
instance2971 0.51 8.176
instance2972 0.514 10.852
instance2973 0.542 9.002
instance2974 0.585 9.724
instance2975 0.372 6.496
instance2976 0.528 9.315
instance2977 0.537 10.097
instance2978 0.415 7.643
instance2979 0.717 10.276
instance2980 0.673 10.196
instance2981 0.73 10.799
instance2982 0.678 9.641
instance2983 0.645 11.175
instance2984 0.95 9.25
instance2985 0.679 8.934
instance2986 0.662 10.347
instance2987 0.621 10.306
instance2988 0.721 9.255
instance2989 0.695 9.515
instance2990 0.53 6.933
instance2991 0.651 8.357
instance2992 0.645 8.06
instance2993 0.62 10.187
instance2994 0.619 5.486
instance2995 0.554 8.23
instance2996 0.603 10.811
instance2997 0.61 8.962
instance2998 0.672 11.384
instance2999 0.618 9.656
instance3000 0.877 11.389
instance3001 0.548 9.363
instance3002 0.529 6.327
instance3003 0.688 7.024
instance3004 0.611 6.645
instance3005 0.828 11.817
instance3006 0.816 10.593
instance3007 0.593 9.193
instance3008 0.75 6.504
instance3009 0.667 10.353
instance3010 0.799 9.547
instance3011 0.563 7.41
instance3012 0.833 12.408
instance3013 0.64 8.527
instance3014 0.596 6.475
instance3015 0.631 10.646
instance3016 0.692 9.611
instance3017 0.663 9.677
instance3018 0.701 9.513
instance3019 0.722 10.986
instance3020 0.687 5.126
instance3021 0.483 5.102
instance3022 0.638 7.066
instance3023 0.603 9.401
instance3024 0.538 10.028
instance3025 0.699 11.282
instance3026 0.84 10.735
instance3027 0.571 6.104
instance3028 0.659 11.204
instance3029 0.702 7.311
instance3030 0.722 7.418
instance3031 0.716 12.504
instance3032 0.577 5.77
instance3033 0.59 11.331
instance3034 0.675 8.699
instance3035 0.592 6.076
instance3036 0.666 9.949
instance3037 0.684 10.26
instance3038 0.584 7.353
instance3039 0.543 5.135
instance3040 0.681 5.379
instance3041 0.783 10.606
instance3042 0.771 9.217
instance3043 0.636 7.392
instance3044 0.64 10.166
instance3045 0.602 9.691
instance3046 0.656 8.273
instance3047 0.677 10.694
instance3048 0.612 7.75
instance3049 0.644 10.394
instance3050 0.608 8.091
instance3051 0.714 12.13
instance3052 0.632 4.342
instance3053 0.617 7.704
instance3054 0.603 6.558
instance3055 0.598 10.602
instance3056 0.646 10.5
instance3057 0.67 11.619
instance3058 0.727 9.576
instance3059 0.631 5.443
instance3060 0.617 9.078
instance3061 0.77 5.478
instance3062 0.608 8.296
instance3063 0.667 5.196
instance3064 0.635 5.545
instance3065 0.791 8.638
instance3066 0.802 8.643
instance3067 0.659 8.45
instance3068 0.599 11.069
instance3069 0.634 9.649
instance3070 0.695 11.709
instance3071 0.76 11.814
instance3072 0.631 9.168
instance3073 0.671 10.499
instance3074 0.633 13.236
instance3075 0.711 11.408
instance3076 0.723 6.836
instance3077 0.894 11.453
instance3078 0.737 7.377
instance3079 0.483 5.94
instance3080 0.734 6.843
instance3081 0.64 12.082
instance3082 0.726 10.908
instance3083 0.703 4.103
instance3084 0.701 9.511
instance3085 0.709 10.651
instance3086 0.638 11.843
instance3087 0.651 11.938
instance3088 0.636 11.921
instance3089 0.691 12.033
instance3090 0.502 8.247
instance3091 0.58 11.106
instance3092 0.687 6.261
instance3093 0.582 11.281
instance3094 0.609 10.537
instance3095 0.63 8.413
instance3096 0.738 10.941
instance3097 0.508 6.735
instance3098 0.64 5.426
instance3099 0.661 9.741
instance3100 0.613 12.273
instance3101 0.809 9.655
instance3102 0.587 5.867
instance3103 0.595 9.404
instance3104 0.675 8.061
instance3105 0.838 9.767
instance3106 0.678 9.578
instance3107 0.681 11.15
instance3108 0.709 5.856
instance3109 0.615 11.259
instance3110 0.41 3.873
instance3111 0.644 10.829
instance3112 0.658 8.917
instance3113 0.675 10.774
instance3114 0.611 9.344
instance3115 0.717 9.887
instance3116 0.535 7.784
instance3117 0.616 10.855
instance3118 0.666 13.384
instance3119 0.586 10.572
instance3120 0.752 10.691
instance3121 0.581 10.665
instance3122 0.585 9.988
instance3123 0.59 7.59
instance3124 0.004 0.027
instance3125 0.003 0.025
instance3126 0.004 0.025
instance3127 0.004 0.021
instance3128 0.004 0.015
instance3129 0.004 0.02
instance3130 0.002 0.027
instance3131 0.002 0.031
instance3132 0.002 0.028
instance3133 0.002 0.029
instance3134 0.002 0.029
instance3135 0.002 0.03
instance3136 0.002 0.026
instance3137 0.002 0.025
instance3138 0.004 0.016
instance3139 0.003 0.018
instance3140 0.002 0.027
instance3141 0.002 0.03
instance3142 0.004 0.017
instance3143 0.002 0.031
instance3144 0.002 0.041
instance3145 0.002 0.035
instance3146 0.002 0.03
instance3147 0.002 0.034
instance3148 0.004 0.019
instance3149 0.002 0.04
instance3150 0.004 0.022
instance3151 0.003 0.024
instance3152 0.002 0.031
instance3153 0.002 0.026
instance3154 0.002 0.029
instance3155 0.003 0.016
instance3156 0.001 0.046
instance3157 0.003 0.016
instance3158 0.003 0.024
instance3159 0.002 0.041
instance3160 0.002 0.032
instance3161 0.002 0.025
instance3162 0.002 0.023
instance3163 0.003 0.028
instance3164 0.003 0.018
instance3165 0.002 0.029
instance3166 0.003 0.024
instance3167 0.002 0.026
instance3168 0.003 0.02
instance3169 0.002 0.029
instance3170 0.004 0.042
instance3171 0.003 0.04
instance3172 0.002 0.033
instance3173 0.002 0.025
instance3174 0.002 0.041
instance3175 0.002 0.036
instance3176 0.002 0.03
instance3177 0.002 0.033
instance3178 0.001 0.029
instance3179 0.002 0.031
instance3180 0.002 0.03
instance3181 0.004 0.021
instance3182 0.002 0.042
instance3183 0.002 0.029
instance3184 0.002 0.035
instance3185 0.003 0.023
instance3186 0.001 0.023
instance3187 0.002 0.025
instance3188 0.003 0.015
instance3189 0.002 0.03
instance3190 0.002 0.031
instance3191 0.002 0.029
instance3192 0.002 0.029
instance3193 0.001 0.027
instance3194 0.003 0.022
instance3195 0.002 0.031
instance3196 0.002 0.027
instance3197 0.002 0.031
instance3198 0.002 0.031
instance3199 0.003 0.019
instance3200 0.005 0.024
instance3201 0.003 0.032
instance3202 0.003 0.021
instance3203 0.003 0.023
instance3204 0.002 0.026
instance3205 0.002 0.028
instance3206 0.004 0.021
instance3207 0.002 0.031
instance3208 0.002 0.043
instance3209 0.002 0.028
instance3210 0.002 0.033
instance3211 0.003 0.013
instance3212 0.002 0.029
instance3213 0.002 0.032
instance3214 0.002 0.036
instance3215 0.002 0.031
instance3216 0.002 0.031
instance3217 0.003 0.022
instance3218 0.003 0.015
instance3219 0.002 0.027
instance3220 0.003 0.018
instance3221 0.002 0.03
instance3222 0.004 0.021
instance3223 0.003 0.015
instance3224 0.002 0.023
instance3225 0.004 0.021
instance3226 0.002 0.029
instance3227 0.002 0.035
instance3228 0.002 0.036
instance3229 0.003 0.022
instance3230 0.003 0.028
instance3231 0.003 0.017
instance3232 0.003 0.02
instance3233 0.002 0.029
instance3234 0.002 0.03
instance3235 0.003 0.029
instance3236 0.003 0.022
instance3237 0.004 0.017
instance3238 0.002 0.038
instance3239 0.002 0.025
instance3240 0.003 0.017
instance3241 0.003 0.02
instance3242 0.003 0.015
instance3243 0.002 0.039
instance3244 0.002 0.03
instance3245 0.003 0.029
instance3246 0.003 0.025
instance3247 0.002 0.026
instance3248 0.002 0.023
instance3249 0.003 0.019
instance3250 0.002 0.038
instance3251 0.004 0.029
instance3252 0.002 0.044
instance3253 0.003 0.015
instance3254 0.002 0.029
instance3255 0.004 0.03
instance3256 0.002 0.028
instance3257 0.004 0.021
instance3258 0.002 0.034
instance3259 0.002 0.03
instance3260 0.001 0.028
instance3261 0.003 0.028
instance3262 0.004 0.029
instance3263 0.002 0.031
instance3264 0.002 0.029
instance3265 0.001 0.031
instance3266 0.002 0.029
instance3267 0.003 0.021
instance3268 0.002 0.031
instance3269 0.002 0.029
instance3270 0.002 0.028
instance3271 0.004 0.014
instance3272 0.002 0.034
instance3273 0.003 0.024
instance3274 0.002 0.031
instance3275 0.004 0.022
instance3276 0.002 0.03
instance3277 0.002 0.031
instance3278 0.003 0.014
instance3279 0.004 0.019
instance3280 0.004 0.015
instance3281 0.002 0.035
instance3282 0.002 0.032
instance3283 0.003 0.016
instance3284 0.004 0.027
instance3285 0.004 0.031
instance3286 0.002 0.034
instance3287 0.004 0.026
instance3288 0.002 0.025
instance3289 0.002 0.028
instance3290 0.002 0.032
instance3291 0.002 0.026
instance3292 0.002 0.027
instance3293 0.002 0.029
instance3294 0.002 0.034
instance3295 0.002 0.019
instance3296 0.002 0.044
